ID;DICTIONARY_TYPE_ID;TYPE;KEY;ACTIVE;DISPLAY_ORDER;DESCRIPTION
"APP_SEQ";1;"INTERNAL_ROLE";"ADMIN";1;0;null
"APP_SEQ";2;"TASK_TYPE";"Issue";1;1;null
"APP_SEQ";2;"TASK_TYPE";"Event";1;2;null
"APP_SEQ";3;"TASK_CATEGORY";"INDEPENDENT_TASK";1;1;null
"APP_SEQ";3;"TASK_CATEGORY";"SUBTASK";1;2;null
"APP_SEQ";4;"STANDARD_STATUS";"NEW";1;1;null
"APP_SEQ";4;"STANDARD_STATUS";"ON_REVIEW";1;2;null
"APP_SEQ";4;"STANDARD_STATUS";"REJECTED";1;3;null
"APP_SEQ";4;"STANDARD_STATUS";"APPROVED";1;4;null
